,id,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,status_time
11,27935,134074.09,95.26667415,6.25,5.15,189.82,2.8363581757,5.7,0,1,0,0,134220.0,729,80.0,6.25,226.29,0
11,27934,242242.0,88.406121589,5.875,4.86,189.82,2.8363581757,5.7,1,0,0,0,242242.0,722,75.0,5.875,223.75,0
11,27924,269356.17,87.49490672600001,2.625,5.15,189.82,2.8363581757,5.7,0,0,1,0,292500.0,785,79.7,6.75,226.29,0
11,27894,68948.17,34.067873659,3.1310000000000002,4.64,189.82,2.8363581757,5.7,0,0,0,0,168000.0,538,70.0,3.1310000000000002,225.1,0
11,27893,253642.78,48.723351813,2.0,4.71,189.82,2.8363581757,5.7,0,0,0,0,518415.0,739,85.0,2.0,222.39,0
11,27888,323945.81,126.80395928,6.99,4.64,153.35,-4.146710947,9.0,0,0,0,0,318000.0,701,84.8,6.99,225.1,1
11,27878,479400.0,117.33450552,8.75,4.86,162.09,-2.805844087,6.5,0,0,0,0,479400.0,660,85.0,6.375,223.75,1
11,27876,548965.61,124.22875294,9.25,4.86,162.09,-2.805844087,6.5,0,0,0,0,549000.0,672,90.0,7.125,223.75,1
11,27873,146236.0,81.40852928300001,6.99,4.39,189.82,2.8363581757,5.7,0,0,0,0,168000.0,701,80.0,6.99,221.91,0
11,27831,195925.0,129.07579379,7.99,4.71,146.45,2.7159028845999997,8.3,0,0,0,0,195925.0,618,85.0,7.99,222.39,1
11,27827,0.0,0.0,7.5,4.71,187.65,2.4436475652,5.7,0,1,0,0,174250.0,602,85.0,7.5,222.39,0
11,27822,179701.99,116.00662341,7.5,4.64,161.06,2.6824968062,9.9,0,0,0,0,173200.0,613,80.0,7.5,225.1,1
11,27786,123543.29,102.45110598,2.475,4.64,189.82,2.8363581757,5.7,0,0,0,0,121550.0,594,85.0,2.475,225.1,0
11,27783,46719.63,85.27709573899999,8.6,4.64,189.82,2.8363581757,5.7,0,0,0,0,51000.0,589,78.5,8.6,225.1,0
11,27782,85118.13,121.44156706,9.65,4.64,156.21,1.5859655122,9.8,0,0,0,0,85850.0,622,85.0,9.65,225.1,1
11,27777,98626.67,85.370402452,8.7,4.64,189.82,2.8363581757,5.7,0,0,0,0,109600.0,619,80.0,8.7,225.1,0
11,27772,74897.23,127.46019105,9.875,4.39,162.09,-2.805844087,6.5,0,0,0,0,76425.0,584,95.0,8.75,221.91,1
11,27766,324630.95,116.29471409999998,9.1,4.71,158.77,-3.339549297,9.5,0,0,0,0,332350.0,675,85.0,9.1,222.39,1
11,27764,184287.34,118.82772303,7.25,4.64,158.77,-3.339549297,9.5,0,1,0,0,182500.0,553,83.0,7.25,225.1,1
11,27763,181442.9,75.496817465,2.3,4.64,189.82,2.8363581757,5.7,0,0,0,0,199500.0,609,70.0,2.3,225.1,0
11,27754,121679.32,116.24676388,6.375,4.86,146.45,2.7159028845999997,8.3,0,1,0,0,127938.0,646,80.0,6.25,223.75,1
11,27733,292072.6,93.52108644,4.325,4.59,189.82,2.8363581757,5.7,0,0,0,0,332500.0,669,95.0,4.325,212.73,0
11,27731,160111.46,102.53476492,2.24,4.59,189.82,2.8363581757,5.7,0,0,0,0,157500.0,583,90.0,2.24,212.73,0
11,27730,114292.9,95.658954926,2.0,5.15,154.94,2.4566338212,8.2,0,0,0,0,148325.0,653,85.0,2.0,226.29,1
11,27727,98594.02,85.018730131,8.25,4.59,189.82,2.8363581757,5.7,0,0,0,0,108000.0,617,83.1,8.25,212.73,0
11,27725,99764.22,82.218242161,7.15,4.59,189.82,2.8363581757,5.7,0,0,0,0,114500.0,655,84.2,7.15,212.73,0
11,27723,55240.17,107.73842667,10.85,4.59,156.04,2.6941105489,9.4,0,0,0,0,55920.0,509,80.0,0.0,212.73,1
11,27721,66805.09,99.02687914200001,9.75,4.64,189.82,2.8363581757,5.7,0,0,0,0,72000.0,571,90.0,9.75,225.1,0
11,27720,61168.86,104.9343709,9.05,4.64,156.21,1.5859655122,9.8,0,0,0,0,63000.0,649,75.0,9.05,225.1,1
11,27718,75954.8,85.396188896,5.375,4.71,146.45,2.7159028845999997,8.3,0,0,0,0,104000.0,642,77.0,5.375,222.39,1
11,27717,132304.79,113.56222943,8.45,4.64,158.94,2.3664098988999998,8.2,0,0,0,0,140250.0,655,85.0,8.45,225.1,1
11,27715,88217.19,116.2216514,10.25,4.64,158.94,2.3664098988999998,8.2,0,0,0,0,91375.0,542,85.0,10.25,225.1,1
11,27714,216372.31,82.060258599,7.1,4.71,189.82,2.8363581757,5.7,0,0,0,0,242500.0,604,78.5,7.1,222.39,0
11,27713,119401.68,127.32126645,8.0,5.15,156.04,2.6941105489,9.4,0,0,0,0,122400.0,564,90.0,8.0,226.29,1
11,27710,550260.21,133.69463227,7.95,4.71,146.45,2.7159028845999997,8.3,0,0,0,0,562500.0,643,90.0,7.95,222.39,1
11,27706,46714.68,85.200715055,2.0,4.64,189.82,2.8363581757,5.7,0,0,0,0,50000.0,616,76.9,2.0,225.1,0
11,27704,199771.56,111.040122,8.25,4.71,158.77,-3.339549297,9.5,0,1,0,0,201600.0,603,80.0,7.95,222.39,1
11,27697,96219.25,86.30078855100001,2.75,4.64,189.82,2.8363581757,5.7,0,1,0,0,105772.0,722,80.0,2.75,225.1,0
11,27696,50544.06,98.601074057,8.65,5.15,161.06,2.6824968062,9.9,0,0,0,0,52000.0,688,72.2,8.65,226.29,1
11,27694,81128.03,88.98457372700001,6.45,5.15,189.82,2.8363581757,5.7,0,1,0,0,86950.0,716,80.0,6.45,226.29,0
11,27689,115247.5,90.62561261100001,6.5,4.86,189.82,2.8363581757,5.7,0,0,0,0,119920.0,620,80.0,6.5,223.75,0
11,27687,196940.0,117.00298619,6.5,4.39,161.0,3.0294986398000003,9.4,0,1,0,0,197200.0,742,85.0,6.5,221.91,1
11,27678,65264.17,103.33974281,6.75,4.34,161.06,2.6824968062,9.9,0,0,0,0,68000.0,621,80.0,6.75,216.77,0
11,27648,36133.79,64.690632167,6.0,4.14,189.82,2.8363581757,5.7,0,0,0,0,46750.0,539,85.0,0.0,186.91,0
11,27633,115757.15,61.505078741000005,6.95,4.27,189.82,2.8363581757,5.7,0,0,0,0,127920.0,681,80.0,6.95,161.27,0
11,27629,148394.07,108.92984993,7.95,4.59,161.0,3.0294986398000003,9.4,0,1,0,0,153000.0,637,85.0,7.95,212.73,1
11,27625,53635.51,70.43656851899999,2.0,4.64,189.82,2.8363581757,5.7,0,0,0,0,81270.0,645,90.0,2.0,225.1,0
11,27620,79539.58,118.98002021,5.78,4.71,158.16,-0.241080652,10.0,0,0,0,0,75200.0,589,80.0,5.78,222.39,1
11,27615,259700.91,86.95665289899999,5.75,4.71,189.82,2.8363581757,5.7,0,0,0,0,279920.0,593,80.0,5.75,222.39,0
11,27612,73947.7,88.41305991899999,7.65,4.71,189.82,2.8363581757,5.7,0,0,0,0,78000.0,649,79.6,7.65,222.39,0
11,27609,42356.71,57.078568578,4.928999999999999,4.64,189.82,2.8363581757,5.7,0,0,0,1,70400.0,696,80.0,4.928999999999999,225.1,0
11,27608,72744.06,86.26429199200001,8.55,4.64,189.82,2.8363581757,5.7,0,0,0,0,80000.0,768,80.0,8.55,225.1,0
11,27607,80909.62,90.091554302,3.75,4.64,189.82,2.8363581757,5.7,0,0,0,0,85200.0,603,80.0,3.75,225.1,0
11,27605,97882.7,102.72142202,8.9,4.64,189.82,2.8363581757,5.7,0,0,0,0,107350.0,601,95.0,8.9,225.1,0
11,27604,119203.46,102.90547365,7.7,4.59,161.06,2.6824968062,9.9,0,1,0,0,122400.0,629,80.0,7.7,212.73,1
11,27598,66734.78,102.98619523,7.0,4.64,146.45,2.7159028845999997,8.3,0,1,0,0,69720.0,559,70.0,7.0,225.1,1
11,27597,222446.56,83.78593030399999,8.5,4.64,189.82,2.8363581757,5.7,0,1,0,0,244000.0,557,77.5,8.5,225.1,0
11,27596,91920.77,114.03103563,8.99,4.86,161.0,3.0294986398000003,9.4,0,0,0,0,95000.0,523,84.8,8.99,223.75,1
11,27595,43852.38,73.81463068,7.9,4.86,189.82,2.8363581757,5.7,0,0,0,0,50000.0,616,71.4,7.9,223.75,0
11,27592,145757.44,107.22240882,7.0,4.39,158.77,-3.339549297,9.5,0,0,0,0,152000.0,582,80.0,7.0,221.91,1
11,27589,110400.0,113.54350567,8.35,4.64,158.6,1.2690442628,7.8,0,1,0,0,110400.0,641,80.0,8.35,225.1,1
11,27584,124786.74,95.648143927,4.0,4.39,189.82,2.8363581757,5.7,0,1,0,0,122016.0,662,80.0,4.0,221.91,0
11,27582,127566.72,89.985819854,2.0,5.15,189.82,2.8363581757,5.7,0,1,0,0,135200.0,614,80.0,2.0,226.29,0
11,27579,100169.65,118.06137616,7.0,4.71,149.58,1.6681823188,8.8,0,1,0,0,100916.0,623,80.0,7.0,222.39,1
11,27576,106560.55,84.674128424,7.99,4.71,189.82,2.8363581757,5.7,0,0,0,0,117953.0,670,80.0,7.99,222.39,0
11,27572,94049.21,114.61383575,7.9,4.71,149.58,1.6681823188,8.8,0,1,0,0,97600.0,599,80.0,7.9,222.39,1
11,27570,87843.76,99.837946475,7.2,4.34,158.94,2.3664098988999998,8.2,0,0,0,0,96000.0,584,80.0,7.2,216.77,1
11,27565,54262.2,99.966937121,7.5,4.5,180.52,0.8368586627,5.0,0,0,0,0,53910.0,579,90.0,8.35,199.21,1
11,27564,87388.61,93.817383925,3.025,4.64,189.82,2.8363581757,5.7,0,0,0,0,88368.0,625,80.0,3.025,225.1,0
11,27560,94185.43,70.09933652,6.9,4.5,189.82,2.8363581757,5.7,0,0,0,0,109280.0,643,77.5,6.9,199.21,0
11,27558,65943.3,78.199540775,8.05,4.64,189.82,2.8363581757,5.7,0,1,0,0,80000.0,727,80.0,8.05,225.1,0
11,27555,106187.11,85.083160081,7.99,4.64,189.82,2.8363581757,5.7,0,1,0,0,118400.0,603,80.0,7.99,225.1,0
11,27549,66075.01,67.835019855,7.8,4.86,189.82,2.8363581757,5.7,0,1,0,0,75090.0,564,65.4,7.8,223.75,0
11,27545,80556.4,100.11884998,11.125,4.39,173.35,-0.314447747,5.8,0,1,0,0,82400.0,592,80.0,7.55,221.91,1
11,27534,96185.79,58.468102367,7.275,3.96,189.82,2.8363581757,5.7,0,0,0,0,108000.0,685,80.0,7.275,155.77,0
11,27529,78415.45,89.450542359,4.75,4.5,189.82,2.8363581757,5.7,0,0,0,0,78200.0,532,85.0,4.75,199.21,0
11,27525,75049.98,65.67278620100001,7.5,4.5,189.82,2.8363581757,5.7,0,0,0,1,87910.0,708,73.3,6.55,199.21,0
11,27524,81625.04,73.847293708,7.85,4.5,189.82,2.8363581757,5.7,0,0,0,0,92800.0,716,80.0,7.85,199.21,0
11,27523,65057.84,90.60308724299999,8.65,4.34,189.82,2.8363581757,5.7,0,0,0,0,69700.0,551,85.0,8.65,216.77,0
11,27522,60211.25,70.230921486,7.2,4.5,189.82,2.8363581757,5.7,0,0,0,0,70000.0,784,77.8,7.2,199.21,0
11,27521,68648.34,73.52206075,8.1,4.5,189.82,2.8363581757,5.7,0,1,0,0,78000.0,629,79.6,8.1,199.21,0
11,27520,98327.9,106.44441343,8.875,4.5,153.35,-4.146710947,9.0,0,0,0,0,102000.0,563,85.0,8.65,199.21,1
11,27516,78761.87,74.310432825,7.6,4.62,189.82,2.8363581757,5.7,0,0,0,0,90180.0,647,90.0,7.6,179.45,0
11,27515,126580.03,51.93313272100001,6.9,4.14,189.82,2.8363581757,5.7,0,0,0,0,150000.0,630,62.5,0.0,186.91,0
11,27504,103582.57,116.23058361,4.625,4.71,161.13,1.0810494182,8.0,0,0,0,0,98400.0,590,80.0,4.625,222.39,1
11,27502,180428.68,96.08512884299999,7.876,4.71,189.82,2.8363581757,5.7,0,0,0,0,198000.0,633,90.0,7.876,222.39,0
11,27500,56826.43,84.773182505,8.95,4.64,158.94,2.3664098988999998,8.2,0,0,0,0,60000.0,586,63.2,8.95,225.1,1
11,27497,148499.69,116.81965315,9.875,5.15,151.48,-3.5165679869999997,7.8,0,1,0,1,148500.0,682,78.2,6.85,226.29,1
11,27496,217756.38,114.15753211,7.35,4.64,153.35,-4.146710947,9.0,0,0,0,0,224000.0,617,80.0,7.35,225.1,1
11,27489,301583.07,105.69658795,8.4,4.5,149.58,1.6681823188,8.8,0,0,0,0,304000.0,574,80.0,8.4,199.21,1
11,27485,114206.87,85.146570219,7.65,5.15,189.82,2.8363581757,5.7,0,1,0,0,127920.0,674,80.0,7.65,226.29,0
11,27482,199568.76,90.43764122700001,2.0,4.34,189.82,2.8363581757,5.7,0,0,0,1,214200.0,702,85.0,2.0,216.77,0
11,27469,288000.0,107.67167515,6.99,4.34,161.06,2.6824968062,9.9,0,0,0,0,288000.0,680,80.0,6.99,216.77,1
11,27465,315936.37,96.21118522799999,6.5,4.34,189.82,2.8363581757,5.7,0,0,0,0,337500.0,574,90.0,6.5,216.77,0
11,27450,113389.67,72.331525982,2.0,4.64,189.82,2.8363581757,5.7,0,0,0,0,148720.0,724,80.0,2.0,225.1,0
11,27443,66764.28,58.838004866999995,3.259,4.71,189.82,2.8363581757,5.7,0,0,0,0,113000.0,645,85.0,3.259,222.39,0
11,27442,83514.02,63.540821738999995,5.3,4.71,189.82,2.8363581757,5.7,0,0,0,0,127500.0,556,82.8,5.3,222.39,0
11,27440,240025.73,88.94905671,2.0,4.64,189.82,2.8363581757,5.7,0,0,0,0,272000.0,616,85.0,2.0,225.1,0
11,27438,364177.83,112.61448359999999,8.5,4.64,156.21,1.5859655122,9.8,0,0,0,0,372800.0,689,80.0,8.5,225.1,1
11,27428,129756.42,117.0317804,7.75,4.86,162.09,-2.805844087,6.5,0,0,0,0,133000.0,683,86.9,7.75,223.75,1
11,27414,357909.43,111.80596171,8.3,4.64,161.06,2.6824968062,9.9,0,0,0,0,357920.0,647,80.0,8.3,225.1,1
11,27411,196768.63,111.16240207,7.65,4.86,161.0,3.0294986398000003,9.4,0,0,0,0,196800.0,782,80.0,7.65,223.75,1
11,27410,569577.47,123.49064095,7.075,4.86,158.77,-3.339549297,9.5,0,1,0,0,552500.0,606,85.0,7.075,223.75,1
11,27409,240203.66,81.869173267,7.2,4.39,189.82,2.8363581757,5.7,0,0,0,0,274400.0,598,80.0,7.2,221.91,0
11,27398,294477.75,80.545364984,2.0,4.14,189.82,2.8363581757,5.7,0,0,0,0,324000.0,559,90.0,2.0,186.91,0
11,27388,75849.39,76.44478313100001,4.62,4.64,150.91,1.8755149375,9.2,0,0,0,0,125800.0,627,85.0,4.62,225.1,1
11,27384,301983.11,52.585870485,2.125,4.64,189.82,2.8363581757,5.7,0,0,0,0,578850.0,652,85.0,2.125,225.1,0
11,27378,232346.98,53.94023375,2.0,4.71,189.82,2.8363581757,5.7,0,0,0,0,325000.0,700,64.4,2.0,222.39,0
11,27375,197659.75,110.74523349,7.85,4.71,158.77,-3.339549297,9.5,0,1,0,0,200000.0,603,80.0,7.85,222.39,1
11,27373,399575.65,77.047300108,4.75,4.64,189.82,2.8363581757,5.7,0,0,0,0,492000.0,582,80.0,4.75,225.1,0
11,27371,151876.46,43.396550918,2.0,4.64,189.82,2.8363581757,5.7,0,0,0,0,210000.0,621,50.6,2.0,225.1,0
11,27363,259803.0,112.31518282,6.5,5.15,161.06,2.6824968062,9.9,0,0,0,0,260000.0,712,80.0,6.5,226.29,1
11,27359,203424.1,114.70643017,6.99,4.86,155.61,1.1759090317,9.0,0,0,0,0,204000.0,758,80.0,6.99,223.75,1
11,27357,210616.78,57.735853213,2.125,4.86,189.82,2.8363581757,5.7,0,0,0,0,344000.0,686,80.0,2.125,223.75,0
11,27353,476000.0,109.52433833,8.5,4.39,162.09,-2.805844087,6.5,0,0,0,0,476000.0,694,80.0,6.5,221.91,1
11,27336,242391.38,77.645607056,4.088,4.64,189.82,2.8363581757,5.7,0,1,0,0,333178.0,638,90.0,4.088,225.1,0
11,27330,367865.83,113.97534904,7.25,4.71,156.04,2.6941105489,9.4,0,0,0,0,368000.0,601,80.0,7.25,222.39,1
11,27323,84346.13,126.16786374,8.3,4.34,153.35,-4.146710947,9.0,0,0,0,0,85050.0,552,90.0,8.3,216.77,1
11,27312,154392.28,88.278324618,10.0,4.5,180.52,0.8368586627,5.0,0,0,0,0,154400.0,685,80.0,6.75,199.21,1
11,27297,147170.58,76.270741555,6.99,4.14,189.82,2.8363581757,5.7,0,0,0,0,171000.0,567,90.0,0.0,186.91,0
11,27282,48676.83,54.35397333,6.825,4.64,189.82,2.8363581757,5.7,0,1,0,0,84960.0,671,80.0,6.825,225.1,0
11,27276,244821.57,121.78037813,6.75,4.64,146.45,2.7159028845999997,8.3,0,1,0,0,247200.0,640,80.0,6.75,225.1,1
11,27275,252000.0,113.85938290000001,8.125,4.64,158.16,-0.241080652,10.0,0,0,0,0,252000.0,700,80.0,7.55,225.1,1
11,27263,63200.32,73.66686388800001,7.25,4.5,189.82,2.8363581757,5.7,0,0,0,1,75000.0,600,83.3,7.25,199.21,0
11,27260,152506.88,96.769853686,6.99,4.5,161.0,3.0294986398000003,9.4,0,1,0,0,156000.0,664,80.0,6.99,199.21,1
11,27249,40380.72,87.02769593100001,7.5,4.59,189.82,2.8363581757,5.7,0,0,0,0,46800.0,535,90.0,7.5,212.73,0
11,27245,190776.45,100.75950091,6.5,4.62,158.77,-3.339549297,9.5,0,0,0,0,203300.0,669,95.0,6.5,179.45,1
11,27227,274480.65,106.61051969,5.75,4.62,151.48,-3.5165679869999997,7.8,0,0,0,0,274500.0,663,90.0,5.75,179.45,1
11,27217,182301.17,54.331645453,2.0,5.15,189.82,2.8363581757,5.7,0,0,0,0,320000.0,619,80.0,2.0,226.29,0
11,27202,513344.36,117.13733625,6.5,4.39,151.48,-3.5165679869999997,7.8,0,0,0,0,513600.0,658,80.0,6.5,221.91,1
11,27192,260000.0,100.03807326,9.675,4.34,173.35,-0.314447747,5.8,0,0,0,0,260000.0,684,80.0,6.675,216.77,1
11,27150,413804.11,76.416131991,7.1,4.27,173.35,-0.314447747,5.8,0,0,0,0,400000.0,619,79.4,7.1,161.27,1
11,27138,78169.8,136.61507748,9.3,4.64,161.0,3.0294986398000003,9.4,0,0,1,0,80000.0,609,100.0,9.3,225.1,1
11,27135,290202.54,95.010609045,7.15,4.64,188.37,2.8685938251999996,6.2,0,0,1,0,292000.0,633,80.0,7.15,225.1,1
11,27134,50077.99,62.511052293,2.0,4.64,189.82,2.8363581757,5.7,0,0,1,0,76000.0,530,80.0,2.0,225.1,0
11,27133,85002.45,31.732079273000004,2.0,4.65,189.82,2.8363581757,5.7,0,0,0,0,294500.0,660,95.0,2.0,219.67,0
11,27132,146757.59,123.25938852,7.85,4.65,158.6,1.2690442628,7.8,0,0,1,0,156500.0,633,94.9,7.85,219.67,1
11,27129,104764.38,81.918258815,6.9,4.65,189.82,2.8363581757,5.7,0,0,1,0,118400.0,675,80.0,6.9,219.67,0
11,27128,432303.98,114.58181880000001,7.375,4.65,149.58,1.6681823188,8.8,0,0,1,0,441600.0,622,79.7,7.0,219.67,1
11,27127,126806.3,122.51646681,7.5,4.65,149.58,1.6681823188,8.8,0,0,1,0,121600.0,537,80.0,7.5,219.67,1
11,27120,49914.0,58.786259521000005,4.125,5.15,188.37,2.8685938251999996,6.2,0,0,0,1,81600.0,583,80.0,4.125,226.29,1
11,27117,67783.14,111.38667403,10.8,5.15,161.06,2.6824968062,9.9,0,0,1,0,68400.0,510,80.0,10.8,226.29,1
11,27115,299175.11,125.72320992,4.0,4.65,156.04,2.6941105489,9.4,0,0,1,0,301500.0,590,90.0,4.0,219.67,1
11,27114,288229.05,94.02104449999999,4.47,5.15,189.82,2.8363581757,5.7,0,0,1,0,292000.0,634,79.9,4.47,226.29,0
11,27111,191762.58,77.493493797,2.0,5.15,189.82,2.8363581757,5.7,0,0,1,1,236000.0,574,80.0,10.25,226.29,0
11,27110,206164.69,111.7469135,7.4,4.86,158.77,-3.339549297,9.5,1,0,0,0,195000.0,531,75.0,9.6,223.75,1
11,27106,122759.69,88.712805554,8.2,4.86,187.65,2.4436475652,5.7,0,0,0,0,132000.0,683,80.0,8.2,223.75,1
11,27096,385000.62,127.37587045,4.0,4.39,154.94,2.4566338212,8.2,0,0,1,0,389610.0,565,90.0,4.0,221.91,1
11,27092,109864.81,48.30311915,2.0,4.39,189.82,2.8363581757,5.7,0,0,0,0,212720.0,637,80.0,7.95,221.91,0
11,27088,150866.74,106.32675101,4.0,4.39,146.45,2.7159028845999997,8.3,0,0,1,0,150500.0,506,70.0,4.0,221.91,1
11,27082,158384.7,119.99709381,6.99,4.39,146.45,2.7159028845999997,8.3,1,0,0,0,160000.0,624,80.0,6.99,221.91,1
11,27081,331636.23,106.41262043,7.375,4.34,158.77,-3.339549297,9.5,0,0,1,0,340400.0,655,80.0,6.7,216.77,1
11,27077,216579.91,60.031357109,2.0,4.34,189.82,2.8363581757,5.7,0,0,1,0,329600.0,639,80.0,7.05,216.77,0
11,27073,479933.98,102.81126589,9.0,4.34,153.35,-4.146710947,9.0,0,0,1,0,494900.0,647,75.0,6.95,216.77,1
11,27071,100650.78,97.596984105,9.35,3.94,149.58,1.6681823188,8.8,0,0,1,0,100800.0,576,70.0,9.35,208.86,1
11,27069,140949.36,82.887908437,2.0,3.94,189.82,2.8363581757,5.7,0,0,1,0,148000.0,535,79.1,2.0,208.86,0
11,27065,633818.07,82.119966625,7.25,4.5,189.82,2.8363581757,5.7,0,0,0,0,729000.0,715,90.0,7.25,199.21,0
11,27062,74751.41,49.070298328999996,2.0,4.14,189.82,2.8363581757,5.7,0,0,1,1,120000.0,575,80.0,2.0,186.91,0
11,27058,126182.71,48.113334816000005,6.6,4.62,189.82,2.8363581757,5.7,0,0,1,0,150000.0,650,60.5,6.6,179.45,0
11,27036,476808.21,130.03564293,5.08,4.65,146.45,2.7159028845999997,8.3,0,0,1,0,495000.0,672,90.0,5.08,219.67,1
11,27031,151131.63,68.636785481,8.625,4.65,161.13,1.0810494182,8.0,0,0,1,0,160000.0,587,53.3,8.625,219.67,1
11,27029,307530.86,60.320574903,4.25,4.65,189.82,2.8363581757,5.7,0,0,1,0,472000.0,619,80.0,4.25,219.67,0
11,27021,302209.34,91.19030123200001,8.1,4.86,146.45,2.7159028845999997,8.3,0,0,1,0,320000.0,533,63.2,8.1,223.75,1
11,27016,121471.29,111.86255868,2.0,4.86,189.82,2.8363581757,5.7,0,0,1,0,108800.0,532,85.0,2.0,223.75,0
11,27014,424533.63,70.481449225,2.0,4.86,189.82,2.8363581757,5.7,0,0,1,0,568000.0,621,80.0,2.0,223.75,0
11,27010,332173.65,117.23962348,6.5,4.39,153.35,-4.146710947,9.0,0,0,1,0,328000.0,658,80.0,7.39,221.91,1
11,27005,329192.55,92.733532935,2.0,4.39,189.82,2.8363581757,5.7,0,0,1,0,332000.0,606,80.0,2.0,221.91,0
11,27004,183292.96,104.53750101,9.625,4.39,158.16,-0.241080652,10.0,0,0,1,0,185000.0,566,75.2,8.99,221.91,1
11,26996,298583.54,116.5987281,2.75,4.34,158.6,1.2690442628,7.8,0,0,1,0,280000.0,583,80.0,6.8,216.77,1
11,26995,144511.09,102.32231242,5.0,4.34,161.13,1.0810494182,8.0,0,0,1,0,152000.0,547,80.0,5.0,216.77,1
11,26993,207160.0,114.91352462,7.375,4.34,150.91,1.8755149375,9.2,0,0,1,0,207160.0,616,80.0,7.375,216.77,1
11,26987,310328.51,109.9158206,8.2,4.34,154.94,2.4566338212,8.2,0,0,1,0,316000.0,642,80.0,8.2,216.77,1
11,26985,614464.98,90.102942919,6.5,4.34,189.82,2.8363581757,5.7,0,0,1,0,690000.0,563,88.6,6.5,216.77,0
11,26977,281951.73,113.65757035,7.75,4.34,158.16,-0.241080652,10.0,0,0,1,0,289000.0,531,85.0,7.15,216.77,1
11,26971,338909.04,103.97652687,4.725,3.94,161.13,1.0810494182,8.0,0,0,1,0,380250.0,639,90.0,6.6,208.86,1
11,26954,77176.33,71.872880632,7.625,4.27,173.17,0.8929961554000001,7.6,0,0,1,0,85000.0,605,85.0,7.5,161.27,1
11,26952,328480.03,109.25352017,8.625,4.34,153.35,-4.146710947,9.0,0,0,1,0,340000.0,659,80.0,6.6,216.77,1
11,26951,187758.73,133.85864189,2.0,4.71,146.45,2.7159028845999997,8.3,0,0,1,0,191700.0,570,90.0,2.0,222.39,1
11,26950,116110.26,32.007735776,2.0,4.71,189.82,2.8363581757,5.7,0,0,1,0,403750.0,633,95.0,2.0,222.39,0
11,26945,129886.55,131.49183956,2.0,4.71,146.45,2.7159028845999997,8.3,1,0,0,1,120000.0,552,80.0,2.0,222.39,1
11,26938,78423.93,96.432784666,7.8,4.64,146.45,2.7159028845999997,8.3,0,0,1,0,81000.0,573,64.8,7.8,225.1,1
11,26937,296694.29,101.86516633,6.4,4.64,156.04,2.6941105489,9.4,0,0,1,0,300000.0,658,71.4,6.4,225.1,1
11,26936,68346.26,101.01289109999999,4.64,4.64,156.21,1.5859655122,9.8,0,0,1,0,92625.0,590,95.0,4.64,225.1,1
11,26935,124668.39,46.960716586000004,2.0,4.64,189.82,2.8363581757,5.7,0,0,1,0,170000.0,651,54.0,2.0,225.1,0
11,26934,40569.62,64.178608315,8.0,4.64,189.82,2.8363581757,5.7,1,0,0,0,50000.0,580,66.7,8.0,225.1,1
11,26931,504499.58,108.73439587,7.5,4.64,180.07,2.4222748688999998,7.2,0,0,1,1,522000.0,777,90.0,7.5,225.1,1
11,26930,75818.01,89.01937349200001,5.0,4.64,189.82,2.8363581757,5.7,0,0,1,0,85850.0,542,85.0,5.0,225.1,0
11,26919,144424.6,52.229994011,2.0,4.65,189.82,2.8363581757,5.7,0,0,1,0,288000.0,733,90.0,2.0,219.67,0
11,26918,169754.63,65.448623708,7.2,4.65,189.82,2.8363581757,5.7,0,0,1,0,190000.0,668,63.3,7.2,219.67,0
11,26916,52472.87,96.54125808799999,9.6,4.65,189.82,2.8363581757,5.7,0,0,1,0,56610.0,585,90.0,9.6,219.67,0
11,26908,101367.19,38.210948049,2.0,4.65,189.82,2.8363581757,5.7,0,0,1,0,260950.0,545,85.0,2.0,219.67,0
11,26907,60587.05,77.905133949,9.35,4.65,189.82,2.8363581757,5.7,0,0,1,0,67500.0,555,75.0,9.35,219.67,0
11,26905,47039.02,67.271731141,6.0,5.15,188.37,2.8685938251999996,6.2,0,0,1,0,67200.0,541,80.0,6.0,226.29,1
11,26897,110877.65,113.64122687,7.45,4.86,158.77,-3.339549297,9.5,0,0,1,0,110000.0,660,80.0,7.45,223.75,1
11,26893,174227.19,52.681870055,2.0,4.86,189.82,2.8363581757,5.7,0,0,0,1,230000.0,551,59.0,2.0,223.75,0
11,26889,95760.6,96.09390394200001,8.95,4.39,189.82,2.8363581757,5.7,0,0,1,0,104850.0,601,90.0,8.95,221.91,0
11,26887,297133.94,122.61781187,8.1,4.39,158.16,-0.241080652,10.0,0,0,0,0,306000.0,625,90.0,8.1,221.91,1
11,26885,136197.39,96.498318391,9.45,4.39,189.82,2.8363581757,5.7,0,0,1,0,148500.0,649,90.0,9.45,221.91,0
11,26879,222412.38,124.34472821,8.15,4.39,158.77,-3.339549297,9.5,0,0,1,0,225000.0,608,90.0,8.15,221.91,1
11,26877,319941.39,111.794095,7.8,4.39,158.77,-3.339549297,9.5,0,0,1,0,320000.0,676,80.0,7.8,221.91,1
11,26873,187128.16,118.76265003,4.75,4.39,161.13,1.0810494182,8.0,0,0,1,0,206150.0,670,95.0,4.75,221.91,1
