id,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,status_time
24764,160170.07,104.2557808,7.3,4.64,161.13,1.081049418,8,0,1,0,0,171700,658,80,0,225.1,1
24743,222407.31,116.2500889,8.5,4.64,187.65,2.443647565,5.7,0,0,1,0,229500,660,100,0,225.1,1
24726,208776.32,111.4253833,7.15,4.64,156.21,1.585965512,9.8,0,0,1,0,216000,684,80,0,225.1,1
24724,58641.23,102.4473866,8.45,4.64,161.06,2.682496806,9.9,0,0,1,0,60000,584,75,8.45,225.1,1
24722,207369.66,121.3004777,5.875,4.64,150.91,1.875514938,9.2,0,1,0,0,204000,650,80,5.875,225.1,1
24720,138157.75,134.5179372,9.75,4.64,156.21,1.585965512,9.8,0,0,1,0,140600,611,95,0,225.1,1
24719,175940.13,140.5647676,8.25,4.64,161,3.02949864,9.4,0,0,1,0,166250,624,95,8.25,225.1,1
24717,230715.84,111.2383276,8.25,4.64,161.06,2.682496806,9.9,0,1,0,0,231900,661,80,8.25,225.1,1
24716,93005.95,112.2094781,9,4.64,155.61,1.175909032,9,0,0,1,0,95920,603,80,9,225.1,1
24710,112429.56,144.5706048,5,4.64,150.91,1.875514938,9.2,0,0,1,0,92800,604,80,5,225.1,1
24704,201081.26,112.2303342,7.999,4.64,158.16,-0.241080652,10,0,0,1,0,204000,666,80,0,225.1,1
24696,399200,77.80794649,9.25,4.62,186.12,1.10416276,5,0,0,1,0,399200,624,80.7,0,179.45,1
24691,63010.71,88.14971065,6.75,4.62,150.91,1.875514938,9.2,0,0,1,0,68000,637,80,0,179.45,1
24688,109092.65,93.41068957,4.53,4.62,158.77,-3.339549297,9.5,0,1,0,0,105600,602,80,0,179.45,1
24685,131784.82,84.4781142,10.875,4.62,180.52,0.836858663,5,0,0,1,0,136000,619,87.7,0,179.45,1
24657,304188.45,85.86041486,5.875,4.62,158.94,2.366409899,8.2,1,0,0,0,320000,701,80,0,179.45,1
24631,100399,79.52502222,9,4.62,180.52,0.836858663,5,0,0,1,0,100400,614,80,0,179.45,1
24597,462882.88,95.39686865,7.625,4.24,158.77,-3.339549297,9.5,0,1,0,0,468000,704,80,0,191.42,1
24576,192700,101.0932136,9.125,4.24,151.48,-3.516567987,7.8,0,0,1,0,192700,601,80,0,191.42,1
24528,400631.63,90.31183497,6.625,4.14,161,3.02949864,9.4,0,0,0,0,412000,696,80,0,186.91,1
24480,190166.48,87.36912781,6.99,4.14,149.58,1.668182319,8.8,0,1,0,0,204800,616,75.3,6.99,186.91,1
24470,153382.79,86.02579732,10.625,4.62,186.12,1.10416276,5,0,0,1,0,158500,672,92.2,0,179.45,1
24460,146529.2,91.23104969,11.5,4.14,200.67,1.850689166,4.7,0,0,1,0,149600,648,100,0,186.91,1
24439,125507.74,107.7531152,7.5,4.14,156.21,1.585965512,9.8,0,0,1,0,132400,650,95,0,186.91,1
24436,79419.27,66.91098231,8,4.62,212.73,2.274217801,4.7,0,0,1,0,80000,571,79.9,0,179.45,1
24432,121550.21,82.66194595,5.875,4.14,180.52,0.836858663,5,0,0,1,0,121800,649,80,0,186.91,1
24424,80248.15,107.22876,8.875,4.62,161.06,2.682496806,9.9,0,0,1,0,83300,609,99.9,0,179.45,1
24411,105091.94,79.5762567,7.625,4.14,186.12,1.10416276,5,0,1,0,0,106100,664,80,7.625,186.91,1
24396,84242.8,108.8554826,7,4.62,156.04,2.694110549,9.4,0,0,1,0,89000,682,100,0,179.45,1
24395,133738.39,114.0122882,8,4.62,156.04,2.694110549,9.4,0,1,0,0,134900,633,100,8,179.45,1
24394,285993.72,107.3301463,9.875,4.62,162.09,-2.805844087,6.5,0,0,0,0,295000,636,100,0,179.45,1
24393,175870,71.52000666,8.375,4.62,200.67,1.850689166,4.7,0,0,1,0,175920,633,80,0,179.45,1
24387,129857.59,84.32821549,11.625,4.62,212.73,2.274217801,4.7,1,0,0,0,129900,616,100,0,179.45,1
24385,166196.62,82.3860112,11.5,4.62,212.73,2.274217801,4.7,0,1,0,0,170000,617,99.9,0,179.45,1
24383,79463.12,108.6935493,7.875,4.62,156.21,1.585965512,9.8,0,0,1,0,83900,620,99.9,7.875,179.45,1
24372,192741.91,98.2437411,7.125,4.14,156.04,2.694110549,9.4,0,0,1,0,188000,578,80,0,186.91,1
24367,62925.76,106.9502594,7.375,4.62,158.77,-3.339549297,9.5,0,0,1,0,66500,710,100,7.375,179.45,1
24361,214899.15,117.0194263,8.5,4.62,153.35,-4.146710947,9,0,1,0,0,214900,649,100,0,179.45,1
24358,60432.99,80.6889426,7.125,4.62,158.16,-0.241080652,10,0,0,1,0,77500,654,91.2,7.125,179.45,1
24314,193324.14,107.0146737,8.875,4.62,162.09,-2.805844087,6.5,0,0,1,0,200000,600,100,8.875,179.45,1
24306,130237.61,94.35451289,7,3.86,158.94,2.366409899,8.2,0,1,0,0,145820,640,100,7,167.91,1
24299,32460.39,104.6704819,9.625,4.62,146.45,2.715902885,8.3,0,0,1,0,34200,588,90,9.625,179.45,1
24298,76189.64,85.71797243,8.75,4.62,187.65,2.443647565,5.7,0,0,1,0,85000,663,100,8.75,179.45,1
24275,91420.54,65.89948034,7.125,3.86,180.52,0.836858663,5,0,0,1,0,95100,570,73.7,7.125,167.91,1
24268,124330.27,85.49480753,6.375,4.62,158.16,-0.241080652,10,0,1,0,0,132000,614,80,0,179.45,1
24263,130305.39,84.8879734,5.25,3.86,156.21,1.585965512,9.8,0,0,1,0,132000,750,80,0,167.91,1
24256,82128.32,89.87217458,8.375,3.86,180.52,0.836858663,5,0,0,1,0,85000,621,100,8.375,167.91,1
24202,222953.3,99.96392112,7.375,3.86,156.04,2.694110549,9.4,0,0,1,0,240000,638,100,7.375,167.91,1
24173,92122.53,94.18995355,11.75,4.62,186.12,1.10416276,5,0,0,1,0,94300,621,100,0,179.45,1
24170,154571.81,101.4066827,9.5,4.27,153.35,-4.146710947,9,0,0,1,0,160300,610,100,0,161.27,1
24160,679998.58,87.5955132,5.5,3.86,153.35,-4.146710947,9,0,0,1,0,680000,671,80,0,167.91,1
24157,200424.47,84.32397862,11.625,4.62,212.73,2.274217801,4.7,0,0,1,0,200500,648,100,0,179.45,1
24148,319200,74.42515143,6.125,4.27,173.35,-0.314447747,5.8,0,1,0,0,319200,600,80,0,161.27,1
24132,125266.29,88.79504564,7.625,4.62,180.52,0.836858663,5,0,0,1,0,130000,605,92.7,7.625,179.45,1
24124,169090.89,81.04241141,7.125,4.62,212.73,2.274217801,4.7,0,1,0,0,175300,742,99.6,7.125,179.45,1
24119,67673.18,106.0064254,10.5,3.86,153.35,-4.146710947,9,0,0,1,0,69900,609,100,0,167.91,1
24114,147365.64,92.15927614,8.875,4.27,158.77,-3.339549297,9.5,0,1,0,0,154300,631,95,0,161.27,1
24100,128466.7,98.24298586,8.875,4.27,156.21,1.585965512,9.8,0,0,1,0,135000,716,100,8.875,161.27,1
24081,217728.63,82.44591337,7.5,4.27,154.87,1.639154926,9.1,0,0,1,0,233750,638,85,0,161.27,1
24064,42287.56,91.02000457,8.75,4.27,161.13,1.081049418,8,0,0,1,0,46500,665,100,8.75,161.27,1
11290,315779.63,126.4022087,3.875,5.15,161.06,2.682496806,9.9,0,0,0,0,280800,681,80,0.95,226.29,1
11289,162269.11,124.2742071,5,5.15,151.48,-3.516567987,7.8,0,0,0,0,150000,801,76.9,0.95,226.29,1
23963,103025,83.34403506,10.75,4.27,173.35,-0.314447747,5.8,0,0,1,0,103500,564,90,0,161.27,1
23957,100552.99,58.63763997,10.625,4.27,212.73,2.274217801,4.7,0,0,1,0,104000,545,80,0,161.27,1
23941,141779.2,68.46506963,9.5,4.27,180.52,0.836858663,5,0,0,1,0,148000,603,80,0,161.27,1
23876,399200,80.10430895,6,4.27,161.06,2.682496806,9.9,0,0,1,0,399200,553,80,0,161.27,1
23802,108406.12,87.40383702,7.5,3.96,161,3.02949864,9.4,0,0,1,0,114000,611,95,0,155.77,1
23799,97981.71,58.82490634,12,3.96,212.73,2.274217801,4.7,0,0,1,0,100500,569,82.4,0,155.77,1
23777,75409.49,58.93579079,10.25,4.27,212.73,2.274217801,4.7,0,0,1,0,77600,635,80,0,161.27,1
23776,38085.25,78.63783711,8,4.27,156.21,1.585965512,9.8,0,0,1,0,40000,586,80,0,161.27,1
23765,586569.69,62.06937734,5.75,3.96,173.35,-0.314447747,5.8,0,0,1,0,625000,734,73.6,5.75,155.77,1
23729,95786.46,74.31333225,6.25,3.54,155.61,1.175909032,9,0,0,1,0,99200,633,80,0,149.7,1
23703,251722.08,64.42397164,10.875,3.96,217.37,1.69296867,4.5,0,0,1,0,252000,652,90,0,155.77,1
23701,77279.15,86.802518,11.75,3.96,173.35,-0.314447747,5.8,0,0,1,0,80000,654,100,0,155.77,1
11211,483876.22,87.18860182,1,4.65,173.17,0.892996155,7.6,0,0,1,0,563200,699,80,0,219.67,1
23611,85474.34,64.04287943,11.75,3.83,219.67,1.22917225,4.6,0,0,1,0,88000,608,100,0,144.84,1
11205,597751.26,100.2536494,2,4.65,189.82,2.836358176,5.7,0,0,1,0,586500,641,85,2,219.67,1
23607,62116.71,67.13170415,8,3.83,212.73,2.274217801,4.7,0,0,1,0,63000,612,100,0,144.84,1
23603,50308.09,66.94987693,8.75,3.83,187.65,2.443647565,5.7,0,0,1,0,58000,636,100,8.75,144.84,1
23576,108763.82,56.38271884,8.625,4.6,154.94,2.456633821,8.2,0,0,1,1,122400,620,80,0,122.89,1
23568,393798.28,101.2351492,5.25,4.34,161.13,1.081049418,8,0,0,1,0,418654,658,80,5.25,216.77,1
23558,260313.71,85.75437861,6.3,4.34,154.87,1.639154926,9.1,0,0,1,0,280000,637,65.9,6.3,216.77,1
23556,275393.19,108.7356912,5,4.34,161,3.02949864,9.4,0,0,1,0,272800,649,80,5,216.77,1
23549,119687.13,110.9166932,5.5,4.34,150.91,1.875514938,9.2,1,0,0,0,124000,609,80,5.5,216.77,1
23543,177951.53,116.1877132,7.6,4.34,150.91,1.875514938,9.2,0,0,1,0,187000,592,85,7.6,216.77,1
23541,81064.39,94.81744701,8.6,4.34,187.2,2.556051733,6.2,0,0,1,0,89100,551,90,8.6,216.77,1
23529,108595.08,103.6141262,6.25,4.34,155.61,1.175909032,9,0,0,1,0,116800,647,80,6.25,216.77,1
23524,95483.62,118.815997,11.85,4.34,151.48,-3.516567987,7.8,0,0,1,0,92000,539,80,9.85,216.77,1
23521,120399.56,109.6455275,7,4.34,158.16,-0.241080652,10,1,0,0,0,120400,596,80,6.4,216.77,1
23492,184775.63,102.0952197,5.85,3.94,158.16,-0.241080652,10,0,0,1,0,191200,622,80,5.85,208.86,1
23477,157010.82,88.61315549,5.99,4.34,158.77,-3.339549297,9.5,0,0,1,0,187000,603,77.3,5.99,216.77,1
23463,73314.6,114.8391683,10.125,3.94,158.77,-3.339549297,9.5,0,0,1,0,75500,514,89.9,8.5,208.86,1
23459,166500.08,68.59915535,6.999,3.94,161.06,2.682496806,9.9,0,0,1,0,175000,515,55.6,6.999,208.86,1
23439,249036.63,107.3033374,9.199,3.94,151.48,-3.516567987,7.8,0,1,0,0,256000,673,80,7.699,208.86,1
23436,479970,107.726074,7.5,3.94,153.35,-4.146710947,9,0,0,1,0,480000,633,79.1,5.875,208.86,1
23420,369464.13,113.9316835,6.99,4.86,151.48,-3.516567987,7.8,0,0,0,0,383200,728,80,6.99,223.75,1
23419,73351.1,119.9692453,8.799,4.86,173.17,0.892996155,7.6,0,0,0,0,79000,659,100,8.799,223.75,1
23417,107392.63,96.63887225,8.375,4.86,188.37,2.868593825,6.2,0,0,0,1,118800,658,90,8.375,223.75,1
23390,135200,116.7264428,7.25,4.86,153.35,-4.146710947,9,0,0,0,0,135200,621,80,7.25,223.75,1
23381,40391.67,85.82081298,8.99,3.94,180.07,2.422274869,7.2,0,0,1,0,54590,643,100,8.99,208.86,1
23372,393071.65,112.7384969,6.25,4.86,151.48,-3.516567987,7.8,1,0,0,0,412000,693,80,6.25,223.75,1
23367,114005.41,111.2077947,7.999,4.86,156.04,2.694110549,9.4,0,0,0,0,117600,664,80,7.999,223.75,1
23366,185766.37,122.9008164,11,4.86,151.48,-3.516567987,7.8,0,0,0,0,189775,605,85,9.375,223.75,1
23355,48062.76,104.3170293,7.99,4.86,158.6,1.269044263,7.8,0,0,0,0,52000,659,80,7.99,223.75,1
23337,33817.27,109.6491564,10.99,4.86,153.35,-4.146710947,9,0,0,0,0,36000,508,80,10.99,223.75,1
23324,91599.83,99.19572519,9.125,3.94,162.09,-2.805844087,6.5,0,1,0,0,94000,640,79,7.1,208.86,1
23316,46736.38,82.60074765,9.375,3.94,162.09,-2.805844087,6.5,0,0,1,0,47900,580,65.7,7.365,208.86,1
23315,46270.81,82.21552681,9.125,3.94,162.09,-2.805844087,6.5,0,0,1,0,47500,617,65.5,7.23,208.86,1
23299,115684.26,114.668607,8.375,3.94,156.21,1.585965512,9.8,0,0,1,0,121400,553,90,8.35,208.86,1
23277,62439.42,85.87805066,7.94,3.94,189.82,2.836358176,5.7,0,0,0,1,72000,672,90,7.94,208.86,1
23275,260000,108.9463202,6.65,3.94,158.16,-0.241080652,10,0,0,1,0,260000,627,82.5,6.65,208.86,1
23254,98932.85,110.8515401,5,3.94,162.09,-2.805844087,6.5,0,0,1,1,97750,628,85,8.74,208.86,1
23249,280112.78,96.29522618,5,4.5,158.77,-3.339549297,9.5,1,0,0,0,296000,637,81.1,5.75,199.21,1
23212,78516.37,23.06182877,7.75,6.03,222.39,2.361721716,4.4,0,0,1,0,104990,755,63.6,7.75,107.83,1
23193,142776.51,42.32807298,10.99,6.03,158.16,-0.241080652,10,0,0,1,0,153390,490,66.7,10.99,107.83,1
23191,66600.88,48.95464392,11,3.54,226.29,2.899136717,4.7,0,0,1,0,67500,518,75,0,149.7,1
23179,79497.54,67.68460568,7.29,3.83,156.04,2.694110549,9.4,0,0,1,0,87000,584,79.8,7.29,144.84,1
23167,58364.01,119.9774105,11.8,4.65,154.87,1.639154926,9.1,0,0,1,0,55200,538,80,11.8,219.67,1
23162,401055.67,101.7791527,6.99,4.65,158.94,2.366409899,8.2,0,0,1,0,409000,676,75.1,6.99,219.67,1
23155,250109.52,126.0971987,7.8,4.65,155.61,1.175909032,9,0,0,1,0,252000,655,90,7.8,219.67,1
11114,410512.37,114.8783767,2,4.71,158.94,2.366409899,8.2,0,0,1,0,450000,590,90,2,222.39,1
23148,432339.53,91.88019285,6.25,4.65,154.87,1.639154926,9.1,0,0,1,0,436500,620,65.4,6.25,219.67,1
23145,86842.42,117.0045203,10.55,4.65,149.58,1.668182319,8.8,0,0,1,0,87200,523,80,10.55,219.67,1
23140,266172.07,114.9690086,10.45,4.65,149.58,1.668182319,8.8,0,0,0,0,272000,569,80,10.45,219.67,1
23135,258993.38,109.59777,7.9,4.65,149.58,1.668182319,8.8,0,0,1,0,270000,612,77.8,7.9,219.67,1
23119,306663.02,112.8621981,6.85,4.71,154.94,2.456633821,8.2,0,0,1,0,312000,642,80,6.85,222.39,1
23117,87434.84,111.8187775,8.95,4.71,155.61,1.175909032,9,0,0,1,0,89400,629,80,8.95,222.39,1
23110,190573.74,114.3437614,7.5,4.71,156.04,2.694110549,9.4,0,0,1,0,190029,712,80,8.54,222.39,1
23092,351628.39,78.27644444,2,4.71,161.13,1.081049418,8,0,0,1,0,496000,665,80,1.375,222.39,1
23083,835779.44,108.3739108,3.271,4.71,161.06,2.682496806,9.9,0,0,1,0,788000,696,74,1,222.39,1
23081,258933.93,113.0440234,2,4.64,158.6,1.269044263,7.8,0,0,1,0,250000,652,76.9,1.75,225.1,1
23073,721108.39,124.4014489,4.026,4.64,158.16,-0.241080652,10,0,0,1,0,660000,707,80,1.625,225.1,1
23069,223240.45,108.7600359,3.477,4.71,149.58,1.668182319,8.8,0,0,1,0,221250,735,72.5,1.25,222.39,1
23068,392940.9,103.7239016,3.346,4.64,161,3.02949864,9.4,0,0,1,0,375000,812,70.8,1.75,225.1,1
23066,793169.61,123.6983443,3.436,4.64,156.04,2.694110549,9.4,0,0,1,0,740000,712,80,1.75,225.1,1
23063,502028.73,128.4891643,3.561,4.64,150.91,1.875514938,9.2,0,1,0,0,466240,698,80,1.25,225.1,1
23061,190519.04,91.56371791,5.064,4.64,158.77,-3.339549297,9.5,0,0,1,1,177000,639,60,1.825,225.1,1
23056,130660.4,89.62781888,4.273,5.15,158.6,1.269044263,7.8,0,0,1,1,124800,714,60,2.2,226.29,1
23055,152841.11,120.6240554,3.967,5.15,150.91,1.875514938,9.2,0,0,1,0,142500,653,75,1.625,226.29,1
23041,265753.66,109.993682,4.232,5.15,156.21,1.585965512,9.8,0,0,1,1,245000,667,70,2.2,226.29,1
23040,704784.84,115.6593989,4.251,4.86,158.16,-0.241080652,10,0,0,1,0,650000,761,75.4,1.75,223.75,1
23039,426527.09,99.58480319,3.446,4.86,161,3.02949864,9.4,0,0,1,1,400000,724,67.2,1.825,223.75,1
23037,390455.99,122.2796467,4.489,4.86,158.77,-3.339549297,9.5,0,1,0,0,360000,674,80,1.75,223.75,1
23034,269795.02,123.4863174,4.889,4.86,158.77,-3.339549297,9.5,0,0,1,1,246320,724,80,2.2,223.75,1
23030,350283.95,120.4802592,5.064,4.86,158.77,-3.339549297,9.5,0,1,0,0,320000,684,78.1,1.5,223.75,1
23029,218501.09,100.5568182,3.834,4.86,180.07,2.422274869,7.2,0,0,1,0,216000,662,80,1.5,223.75,1
23024,330595.54,126.3209251,3.668,4.39,154.87,1.639154926,9.1,0,0,1,0,300000,672,80,1,221.91,1
23023,859024.73,118.3884844,4.673,4.39,153.35,-4.146710947,9,0,0,1,0,787500,707,75,1,221.91,1
23007,696546.68,124.7584052,3.468,4.39,154.87,1.639154926,9.1,0,0,1,0,640000,684,80,1.25,221.91,1
23005,392802.8,101.7244597,3.359,4.34,180.07,2.422274869,7.2,0,1,0,0,357000,752,76.8,1,216.77,1
22999,527988.44,105.8281695,3.045,4.34,155.61,1.175909032,9,0,1,0,0,521250,781,75,1.25,216.77,1
22993,462063.06,139.3906886,2,4.34,156.21,1.585965512,9.8,0,1,0,0,414000,697,90,2.25,216.77,1
22987,627877.66,125.6645761,5.779,4.34,151.48,-3.516567987,7.8,0,0,1,0,572000,680,80,1,216.77,1
22983,593380.58,96.31969912,3.501,4.34,158.16,-0.241080652,10,0,1,0,0,575000,742,68.1,1,216.77,1
22971,306565.84,102.9052042,2.417,4.34,155.61,1.175909032,9,0,1,0,1,290500,726,70,1.55,216.77,1
22968,383569.51,123.2272619,4.473,4.34,153.35,-4.146710947,9,1,0,0,0,352000,704,80,1,216.77,1
22966,418519.23,103.8923239,4.039,4.34,158.77,-3.339549297,9.5,0,1,0,0,385000,705,70,1,216.77,1
22962,437171.16,114.3190859,4.501,3.94,158.16,-0.241080652,10,0,0,1,0,404000,711,80,1.1,208.86,1
22950,515972.81,130.5990581,4.979,3.94,151.48,-3.516567987,7.8,0,0,1,0,486450,662,89.3,2,208.86,1
22949,598670.31,117.2174318,3.801,4.34,158.16,-0.241080652,10,0,0,1,0,560000,689,80,1.1,216.77,1
22942,380552.33,90.84548734,7.144,3.94,173.35,-0.314447747,5.8,0,0,1,0,375000,766,74.3,1,208.86,1
11071,427231.75,128.4577131,5.75,4.64,161,3.02949864,9.4,0,0,1,0,418500,650,90,5.75,225.1,1
22924,759760.3,96.11416589,3.621,3.94,161,3.02949864,9.4,0,0,1,0,725000,660,70.7,1,208.86,1
22923,292615.66,117.5533769,4,3.94,146.45,2.715902885,8.3,0,1,0,0,284000,741,80,1,208.86,1
22922,436899.43,113.7300763,6.529,3.94,162.09,-2.805844087,6.5,0,0,1,0,396000,800,80,1.1,208.86,1
22920,346171.96,112.4386344,3.421,3.94,161.06,2.682496806,9.9,0,0,1,0,319000,658,79.9,1,208.86,1
22910,335653.91,114.0924477,3.495,3.94,155.61,1.175909032,9,0,0,1,0,315500,788,79.9,1,208.86,1
22908,468523.8,111.7620261,6.629,3.94,162.09,-2.805844087,6.5,0,0,1,0,426200,672,78.9,1,208.86,1
22895,385468.93,120.7915847,6.029,3.94,151.48,-3.516567987,7.8,0,0,1,0,352000,648,80,1,208.86,1
22892,482260.94,105.6454571,7.094,3.94,173.35,-0.314447747,5.8,0,1,0,0,440000,749,80,1,208.86,1
22886,703736,115.4790411,4.5,3.94,153.35,-4.146710947,9,0,1,0,0,622500,686,75,1.1,208.86,1
22885,289044.03,87.43456918,4,4.5,154.94,2.456633821,8.2,0,0,1,0,275000,701,64.7,1.1,199.21,1
22884,270303.57,93.99556319,3.701,3.94,158.16,-0.241080652,10,0,0,1,0,247600,765,65.2,1,208.86,1
22883,357854.89,97.50503695,4,4.5,158.94,2.366409899,8.2,0,0,1,0,345000,652,75,1,199.21,1
22878,453301.6,108.3878001,6.229,4.5,151.48,-3.516567987,7.8,1,0,0,0,412500,671,75,1.1,199.21,1
22874,185950.22,94.44565131,5.201,3.94,158.16,-0.241080652,10,1,0,0,1,169000,670,65,1.55,208.86,1
22869,392818.53,92.12103176,7.544,4.5,173.35,-0.314447747,5.8,0,0,1,0,356250,659,72.7,1,199.21,1
22868,530597.44,85.86860122,7.822,3.94,180.52,0.836858663,5,0,1,0,0,479000,773,67,1.1,208.86,1
22866,336672.3,99.46313969,5.473,4.5,153.35,-4.146710947,9,0,0,1,0,310000,794,70.5,1.1,199.21,1
22865,388682.55,107.243041,8.072,4.5,180.52,0.836858663,5,0,0,1,0,359960,664,90,2,199.21,1
22864,278653.49,114.9496425,3,4.5,150.91,1.875514938,9.2,0,0,1,0,240000,686,75,1,199.21,1
22855,516659.59,110.431142,2.5,4.5,162.09,-2.805844087,6.5,0,0,1,0,460000,636,80,1,199.21,1
22852,592507.22,89.51483274,4.5,4.5,188.37,2.868593825,6.2,0,0,1,0,560000,760,80,1.1,199.21,1
22851,259934.54,78.54585647,5.039,4.5,158.77,-3.339549297,9.5,0,0,1,0,240000,651,57.8,1,199.21,1
22845,183942.28,96.62637132,8.022,4.5,180.52,0.836858663,5,0,1,0,0,171000,692,81.4,2,199.21,1
22835,299613.51,111.2040753,2,4.5,153.35,-4.146710947,9,0,0,1,0,262500,649,75,1,199.21,1
22829,664705.94,109.2686083,5.629,4.5,151.48,-3.516567987,7.8,0,1,0,0,600000,645,75,1.1,199.21,1
22827,181203.66,101.22766,6.529,4.5,162.09,-2.805844087,6.5,1,0,0,0,165000,700,75,1,199.21,1
22825,393399.04,113.8082887,6.479,4.5,162.09,-2.805844087,6.5,0,0,1,0,373000,756,87.8,2,199.21,1
22823,510747.68,118.8348234,5.323,3.94,153.35,-4.146710947,9,0,1,0,0,468300,787,80,1,208.86,1
22822,356999.67,114.5090461,5.529,4.5,151.48,-3.516567987,7.8,0,0,1,0,328000,691,80,1,199.21,1
22821,248941.91,80.84727403,5.173,4.5,153.35,-4.146710947,9,0,0,1,0,230000,700,57.5,1,199.21,1
22812,362091.78,75.48926131,6.125,4.24,180.07,2.422274869,7.2,0,0,1,0,335000,690,65.7,1.1,191.42,1
22793,284377.75,73.03625412,5,4.24,180.07,2.422274869,7.2,0,0,1,0,250000,760,60.4,1,191.42,1
22785,315089.96,95.9330295,4.723,4.24,153.35,-4.146710947,9,0,1,0,0,312000,671,76.1,1,191.42,1
22774,570113.59,111.1861136,2,4.24,153.35,-4.146710947,9,0,0,1,0,505000,633,78.9,1,191.42,1
22762,333527.95,101.8014598,3,4.24,158.77,-3.339549297,9.5,0,0,1,0,296250,641,75,1,191.42,1
22757,643984.21,87.72483001,7.863,4.24,186.12,1.10416276,5,0,1,0,0,604000,734,80,1.25,191.42,1
22734,573884.2,123.494521,3.582,4.64,156.21,1.585965512,9.8,0,0,1,0,525000,736,78.4,1.625,225.1,1
22732,225471.2,123.2542015,3.632,5.15,156.21,1.585965512,9.8,1,0,0,0,212000,675,80,1.375,226.29,1
22726,369465.65,116.167166,2,3.94,158.16,-0.241080652,10,0,1,0,0,336000,670,80,1.1,208.86,1
22725,240257.48,93.30762489,3.701,3.94,158.16,-0.241080652,10,1,0,0,0,220000,699,64.7,1,208.86,1
22710,404769.94,71.23529107,5.579,4.27,162.09,-2.805844087,6.5,0,1,0,0,398000,687,70.4,1.5,161.27,1
22679,285839.95,72.05364424,6.125,4.62,151.48,-3.516567987,7.8,0,0,0,0,305000,699,64.9,6.125,179.45,1
22670,560000,95.8267111,5.875,4.14,156.04,2.694110549,9.4,0,0,1,0,560000,654,80,5.875,186.91,1
22666,31701.49,68.12880288,7.375,4.14,161.06,2.682496806,9.9,0,0,1,1,43200,645,80,7.375,186.91,1
22649,151755.03,88.28850215,6.25,4.24,173.17,0.892996155,7.6,1,0,0,1,152000,788,80,6.25,191.42,1
22647,209956.58,111.6402078,6.125,4.14,149.58,1.668182319,8.8,0,0,1,0,235000,749,100,6.125,186.91,1
22625,139102.97,48.03523474,5.5,4.27,161,3.02949864,9.4,0,0,1,0,204500,761,70.5,5.5,161.27,1
22614,47214.36,69.63778497,7.75,4.24,150.91,1.875514938,9.2,0,0,0,0,60200,651,70,7.75,191.42,1
22588,113927.68,44.03077836,3.25,4.62,154.87,1.639154926,9.1,0,1,0,0,159500,696,53.2,3.25,179.45,1
22587,183940.33,86.2472998,7.875,4.62,156.21,1.585965512,9.8,0,0,0,1,196000,643,80,7.875,179.45,1
22576,49287.62,62.15267239,8.95,3.83,161.13,1.081049418,8,0,0,1,0,55000,520,78.6,8.95,142.18,1
22560,296037.12,72.89090507,6.5,3.96,158.16,-0.241080652,10,0,0,1,0,320000,715,80,6.5,155.77,1
22554,47798.35,35.03487894,6.375,3.83,173.17,0.892996155,7.6,0,0,1,0,72250,700,64.5,6.375,142.18,1
22550,73851.24,49.28446731,7.375,5.42,181.43,1.717052906,6.6,0,0,1,0,88400,673,85,7.375,125.92,1
22546,266646.51,70.3069571,6.25,3.83,158.16,-0.241080652,10,0,0,1,1,289800,778,85,6.25,142.18,1
22535,90652.39,81.51652893,5.95,4.14,161.13,1.081049418,8,1,0,0,0,103200,594,80,5.95,186.91,1
22523,199610.31,76.42021705,6.375,4.27,154.87,1.639154926,9.1,0,0,1,0,219500,656,80.7,6.375,161.27,1
22491,167880.2,93.99444101,6.5,4.62,161.06,2.682496806,9.9,0,0,1,0,179100,623,90,6.5,179.45,1
22478,121654.58,52.47073976,6.375,3.83,188.37,2.868593825,6.2,1,0,0,0,148750,693,85,6.375,142.18,1
22476,68652.42,43.32844446,7.375,4.86,181.43,1.717052906,6.6,0,0,0,0,80000,698,69,7.375,132.76,1
10978,289652.24,78.32180747,11.99,3.45,146.45,2.715902885,8.3,0,0,0,0,305500,681,65,11.99,186.12,1
22469,50372.63,87.49678502,7.5,4.14,158.16,-0.241080652,10,1,0,0,0,53000,601,77.9,7.5,186.91,1
22463,50779.8,78.61509725,7.5,3.86,154.94,2.456633821,8.2,0,0,1,0,56000,690,80,7.5,167.91,1
22461,52928.65,77.09917069,7.95,4.27,158.16,-0.241080652,10,0,0,1,0,56000,543,80,7.95,161.27,1
22460,51230.71,73.53943652,7.95,3.96,154.94,2.456633821,8.2,0,0,1,0,56100,615,80.1,7.95,155.77,1
22458,48821.62,56.09979802,7.95,3.83,180.07,2.422274869,7.2,0,0,1,0,56000,588,80,7.95,144.84,1
22414,89620.86,63.5933977,6.125,3.83,158.94,2.366409899,8.2,0,0,1,0,100429,536,78.2,6.125,144.84,1
22389,102130.93,59.15643979,5.625,3.86,161.13,1.081049418,8,0,0,0,0,120000,632,66.7,5.625,167.91,1
